Type de changement	 Fichier non corrigé	 Fichier corrigé	 Mots du fichier non corrigé remplacés dans le fichier corrigé	 Mots remplaçants dans le fichier corrigé	
equal 	   EN_non_corr_lg_9.csv[0:13]	 EN_corr_lg_9.csv[0:13]	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']
insert	   EN_non_corr_lg_9.csv[9185:9185]	 EN_corr_lg_9.csv[8687:8688]	       []	 ['harper']
equal 	   EN_non_corr_lg_9.csv[9185:9187]	 EN_corr_lg_9.csv[8688:8690]	 ['Ix le laboureur', 'Fit']	 ['Ix le laboureur', 'Fit']
delete	   EN_non_corr_lg_9.csv[9187:9188]	 EN_corr_lg_9.csv[8690:8690]	 ['Remuez']	 []
equal 	   EN_non_corr_lg_9.csv[9188:9207]	 EN_corr_lg_9.csv[8690:8709]	 ['Où la main', '"X', '"', 'Jetait', 'Crut', 'Paris', 'Titans', 'La Fortune', 'Pondait', 'Belle leçon', 'LIVRE V', 'FABLE', 'Broute', 'Petit serpent', 'Esope', 'Rustaud', 'Dit', 'Minerve', 'Adieu']	 ['Où la main', '"X', '"', 'Jetait', 'Crut', 'Paris', 'Titans', 'La Fortune', 'Pondait', 'Belle leçon', 'LIVRE V', 'FABLE', 'Broute', 'Petit serpent', 'Esope', 'Rustaud', 'Dit', 'Minerve', 'Adieu']
insert	   EN_non_corr_lg_9.csv[9207:9207]	 EN_corr_lg_9.csv[8709:8710]	       []	 ['Peigner-les-moi']
equal 	   EN_non_corr_lg_9.csv[9207:9222]	 EN_corr_lg_9.csv[8710:8725]	 ['hibou Dieu', '"Rechignes, un air triste"', 'LIVRE V', 'FABLE', 'Fit', 'Point du', 'LIVRE V', '"FABLE XX', 'Notre troupe sans eux ne serait pas complète\xa0;', '"', 'A', 'dindenaut', 'Flaire', 'Court', 'Eh bien\xa0!']	 ['hibou Dieu', '"Rechignes, un air triste"', 'LIVRE V', 'FABLE', 'Fit', 'Point du', 'LIVRE V', '"FABLE XX', 'Notre troupe sans eux ne serait pas complète\xa0;', '"', 'A', 'dindenaut', 'Flaire', 'Court', 'Eh bien\xa0!']
delete	   EN_non_corr_lg_9.csv[9222:9224]	 EN_corr_lg_9.csv[8725:8725]	 ['"XXI', 'L’ane vêtu"']	 []
equal 	   EN_non_corr_lg_9.csv[9224:9239]	 EN_corr_lg_9.csv[8725:8740]	 ['Découvrit', 'Martin', '"Martin', 'Chassât"', 'LIVRE V', '"FABLE XXI', '"', 'France', '"I', '"', 'Phèdre', 'Esope', 'Esope', 'Y', 'Esope']	 ['Découvrit', 'Martin', '"Martin', 'Chassât"', 'LIVRE V', '"FABLE XXI', '"', 'France', '"I', '"', 'Phèdre', 'Esope', 'Esope', 'Y', 'Esope']
insert	   EN_non_corr_lg_9.csv[9239:9239]	 EN_corr_lg_9.csv[8740:8741]	       []	 ['pâre']
equal 	   EN_non_corr_lg_9.csv[9239:9255]	 EN_corr_lg_9.csv[8741:8757]	 ['O', '"III', 'Phébus"', 'borée borée', '"Iris', '"', 'Latins', 'Dit Phébus', 'Se gorge de vapeurs', 'Fait un vacarme de démon', '"Siffle, souffle, tempête et brise"', 'Maint toit', 'Le Vent', 'Sitôt', 'Le Soleil', 'Récrée']	 ['O', '"III', 'Phébus"', 'borée borée', '"Iris', '"', 'Latins', 'Dit Phébus', 'Se gorge de vapeurs', 'Fait un vacarme de démon', '"Siffle, souffle, tempête et brise"', 'Maint toit', 'Le Vent', 'Sitôt', 'Le Soleil', 'Récrée']
replace	   EN_non_corr_lg_9.csv[9255:9256]	 EN_corr_lg_9.csv[8757:8758]	 ['balandras']	 ['alexandra']
equal 	   EN_non_corr_lg_9.csv[9256:9276]	 EN_corr_lg_9.csv[8758:8778]	 ['"LV', 'Jupiter"', 'metayer jupiter', 'mercure', 'Promit', '"Jupiter', 'Le"', 'Jupiter', 'Tranche du roi des airs', 'Américains', '"Pleine moisson, pleine vinée.', '"', 'Monsieur', 'Jupiter', 'usa', 'Fut', 'Etat', 'bénin', 'Fit', 'amérique']	 ['"LV', 'Jupiter"', 'metayer jupiter', 'mercure', 'Promit', '"Jupiter', 'Le"', 'Jupiter', 'Tranche du roi des airs', 'Américains', '"Pleine moisson, pleine vinée.', '"', 'Monsieur', 'Jupiter', 'usa', 'Fut', 'Etat', 'bénin', 'Fit', 'amérique']
replace	   EN_non_corr_lg_9.csv[9276:9277]	 EN_corr_lg_9.csv[8778:8779]	 ['En ai pris la fuite de peur']	 ['En ai pris la fuite de pour']
equal 	   EN_non_corr_lg_9.csv[9277:9292]	 EN_corr_lg_9.csv[8779:8794]	 ['Servira', 'Vi', 'Aucuns', 'LIVRE VI', '"FABLE VI', '"', 'Tours', 'Passa dedans', '"Sire, une cache,', 'Et ne crois pas"', '"Votre Majesté.', '"', 'LIVRE VI', '"FABLE VII', '207']	 ['Servira', 'Vi', 'Aucuns', 'LIVRE VI', '"FABLE VI', '"', 'Tours', 'Passa dedans', '"Sire, une cache,', 'Et ne crois pas"', '"Votre Majesté.', '"', 'LIVRE VI', '"FABLE VII', '207']
replace	   EN_non_corr_lg_9.csv[9292:9293]	 EN_corr_lg_9.csv[8794:8795]	  ['Ne"']	 ['"']
equal 	   EN_non_corr_lg_9.csv[9293:9294]	 EN_corr_lg_9.csv[8795:8796]	 ['Dont']	 ['Dont']
insert	   EN_non_corr_lg_9.csv[9294:9294]	 EN_corr_lg_9.csv[8796:8797]	       []	 ['cr']
equal 	   EN_non_corr_lg_9.csv[9294:9304]	 EN_corr_lg_9.csv[8797:8807]	 ['"Gambadant, chantant"', 'Me', '"L4', 'LIVRE VI"', '"FABLE IX', 'IX', 'Le cerf"', 'Louait', 'Souffrir', 'Dont']	 ['"Gambadant, chantant"', 'Me', '"L4', 'LIVRE VI"', '"FABLE IX', 'IX', 'Le cerf"', 'Louait', 'Souffrir', 'Dont']
replace	   EN_non_corr_lg_9.csv[9304:9307]	 EN_corr_lg_9.csv[8807:8810]	 ['CERF', '"DANS L’EAU', 'Mes pieds ne me"']	 ['CERF SE CITanT', '"L’EAU', 'Mes pieds ne me font point d’honneur"']
equal 	   EN_non_corr_lg_9.csv[9307:9320]	 EN_corr_lg_9.csv[8810:8823]	 ['Nuit à l’office', 'Que le Ciel', '"X', '"', 'Sitôt', 'Repartit', 'Sage', 'LIVRE VI', 'FABLE', 'Ni de quel juge l’on convint.', 'Croit', 'Furent vains\xa0: la tortue', 'Eh bien\xa0!']	 ['Nuit à l’office', 'Que le Ciel', '"X', '"', 'Sitôt', 'Repartit', 'Sage', 'LIVRE VI', 'FABLE', 'Ni de quel juge l’on convint.', 'Croit', 'Furent vains\xa0: la tortue', 'Eh bien\xa0!']
replace	   EN_non_corr_lg_9.csv[9320:9321]	 EN_corr_lg_9.csv[8823:8824]	 ['Xi l’ane']	 ['Xi']
equal 	   EN_non_corr_lg_9.csv[9321:9362]	 EN_corr_lg_9.csv[8824:8865]	 ['"Destin', 'De"', 'Je suis plus matineux', 'Belle', '"Le Sort, de sa plainte"', 'Passe du jardinier', 'Eurent', 'le Sort', 'Ce baudet-ci', 'Le Sort', 'Jupiter', 'Noyait', 'Esope', 'Le Soleil', 'A', 'Styx', 'Ésope', 'Charitable', 'Un jour d’hiver', 'A', 'Aperçut', 'Fut', 'LIVRE VI', '"FABLE XIV', 'Foi de lion"', '"Contre la griffe tout autant.', '"', 'Les renards', 'baudet', 'LIVRE VI', 'FABLE', 'Du baudet', 'Xvii', 'Esope', 'A', 'LIVRE VI', 'FABLE', 'Hercule', 'Ton bras', 'Hercule', 'Hercule']	 ['"Destin', 'De"', 'Je suis plus matineux', 'Belle', '"Le Sort, de sa plainte"', 'Passe du jardinier', 'Eurent', 'le Sort', 'Ce baudet-ci', 'Le Sort', 'Jupiter', 'Noyait', 'Esope', 'Le Soleil', 'A', 'Styx', 'Ésope', 'Charitable', 'Un jour d’hiver', 'A', 'Aperçut', 'Fut', 'LIVRE VI', '"FABLE XIV', 'Foi de lion"', '"Contre la griffe tout autant.', '"', 'Les renards', 'baudet', 'LIVRE VI', 'FABLE', 'Du baudet', 'Xvii', 'Esope', 'A', 'LIVRE VI', 'FABLE', 'Hercule', 'Ton bras', 'Hercule', 'Hercule']
delete	   EN_non_corr_lg_9.csv[9362:9363]	 EN_corr_lg_9.csv[8865:8865]	 ['Tes chevaux']	 []
equal 	   EN_non_corr_lg_9.csv[9363:9388]	 EN_corr_lg_9.csv[8865:8890]	 ['Fut', '"Messieurs, un lourdaud, un animal"', 'Guindé la hart', '"Cicérons', 'Vulgairement"', 'Le roi', 'Discorde', 'Avecque', 'Gens', 'Discorde', 'Renommée', 'Courait', 'Paix', 'Renommée', 'Esope', '"Pilpay, sage"', 'Esope', 'Eriger', 'O', 'Olympe', 'Me', 'Dont vous', '"Paroles et regards, tout est charme dans vous.', '"', 'Ma muse']	 ['Fut', '"Messieurs, un lourdaud, un animal"', 'Guindé la hart', '"Cicérons', 'Vulgairement"', 'Le roi', 'Discorde', 'Avecque', 'Gens', 'Discorde', 'Renommée', 'Courait', 'Paix', 'Renommée', 'Esope', '"Pilpay, sage"', 'Esope', 'Eriger', 'O', 'Olympe', 'Me', 'Dont vous', '"Paroles et regards, tout est charme dans vous.', '"', 'Ma muse']
insert	   EN_non_corr_lg_9.csv[9388:9388]	 EN_corr_lg_9.csv[8890:8891]	       []	 ['Protége']
equal 	   EN_non_corr_lg_9.csv[9388:9401]	 EN_corr_lg_9.csv[8891:8904]	 ['Dignes', 'La fable', 'Je croirai lui devoir un temple', '"MALADES DE LA PESTE \'', '\\~~"', 'I', 'Mal que le ciel', 'Inventa', '"FABLE I', 'Pour moi"', 'Nulle', 'Eh bien\xa0!', 'Est-ce un péché\xa0?']	 ['Dignes', 'La fable', 'Je croirai lui devoir un temple', '"MALADES DE LA PESTE \'', '\\~~"', 'I', 'Mal que le ciel', 'Inventa', '"FABLE I', 'Pour moi"', 'Nulle', 'Eh bien\xa0!', 'Est-ce un péché\xa0?']
replace	   EN_non_corr_lg_9.csv[9401:9402]	 EN_corr_lg_9.csv[8904:8905]	 ['"Ce galeux, d’où venait tout le mal"']	 ['"Ce gazeux, d’où venait tout le mal"']
equal 	   EN_non_corr_lg_9.csv[9402:9409]	 EN_corr_lg_9.csv[8905:8912]	 ['Manger', 'Ii le rat', 'Levantins', '"Hollande', 'Se"', 'Dieu', 'A']	 ['Manger', 'Ii le rat', 'Levantins', '"Hollande', 'Se"', 'Dieu', 'A']
replace	   EN_non_corr_lg_9.csv[9409:9410]	 EN_corr_lg_9.csv[8912:8913]	 ['Ratopolis']	 ['Tropolis']
equal 	   EN_non_corr_lg_9.csv[9410:9415]	 EN_corr_lg_9.csv[8913:8918]	 ['Attendu', 'Mes', '"Iii le heron', '"', 'Ma commère la carpe']	 ['Attendu', 'Mes', '"Iii le heron', '"', 'Ma commère la carpe']
insert	   EN_non_corr_lg_9.csv[9415:9415]	 EN_corr_lg_9.csv[8918:8919]	       []	 ['Horace']
equal 	   EN_non_corr_lg_9.csv[9415:9422]	 EN_corr_lg_9.csv[8919:8926]	 ['Moi des tanches\xa0!', 'Mogol', 'Vous gâtez', 'Gange', 'Cultivait', 'Et le jardin', 'Peuple ami du démon']	 ['Moi des tanches\xa0!', 'Mogol', 'Vous gâtez', 'Gange', 'Cultivait', 'Et le jardin', 'Peuple ami du démon']
replace	   EN_non_corr_lg_9.csv[9422:9423]	 EN_corr_lg_9.csv[8926:8927]	 ['Cpmblait']	 ['Publiait ses hôtes de plaisirs']
equal 	   EN_non_corr_lg_9.csv[9423:9426]	 EN_corr_lg_9.csv[8927:8930]	 ['Nonobstant', 'Firent', 'Norvège']	 ['Nonobstant', 'Firent', 'Norvège']
replace	   EN_non_corr_lg_9.csv[9426:9427]	 EN_corr_lg_9.csv[8930:8931]	 ['Indou']	 ['Indon']
equal 	   EN_non_corr_lg_9.csv[9427:9485]	 EN_corr_lg_9.csv[8931:8989]	 ['Lapon', 'Rendre', 'Etrange', 'Verse', 'Mère du bon esprit', 'La Médiocrité', 'Sa Majesté', 'Ciel', 'Envoyant', 'Cour', 'Quel louvre\xa0!', 'grimace', 'plûton', 'Fut', 'Caligula', 'Que sens', 'Alléguant', 'vénus', '"En dépeupla les bourgades, les champs.', '"', 'Ou vous n’aurez', 'Six forts chevaux', '"Femmes, moines, vieillards, tout était descendu\xa0:', 'L’attelage"', '"COCHE ET LA MOUCHE', 'Une mouche"', 'Pique', '"Et fait cent sottises pareilles.', '"', 'Respirons', 'Çà', 'Cotillon', 'Comptait', 'Perrette', 'Va', 'En grand danger', 'le Pot', '"FABLE VIII', 'Quel esprit"', 'Espagne', 'Pyrrhus', 'ET', 'ATTEND', '"Fortune\xa0?', '"', 'Contempler', 'Pauvres gens\xa0!', 'valez', 'Fortune', 'Possédait', 'Fréquenter sur tout autre\xa0;', 'La Fortune', 'La Fortune', 'Surate', 'Allons', 'Ames de bronze', 'Armé de diamant', 'Tourna']	 ['Lapon', 'Rendre', 'Etrange', 'Verse', 'Mère du bon esprit', 'La Médiocrité', 'Sa Majesté', 'Ciel', 'Envoyant', 'Cour', 'Quel louvre\xa0!', 'grimace', 'plûton', 'Fut', 'Caligula', 'Que sens', 'Alléguant', 'vénus', '"En dépeupla les bourgades, les champs.', '"', 'Ou vous n’aurez', 'Six forts chevaux', '"Femmes, moines, vieillards, tout était descendu\xa0:', 'L’attelage"', '"COCHE ET LA MOUCHE', 'Une mouche"', 'Pique', '"Et fait cent sottises pareilles.', '"', 'Respirons', 'Çà', 'Cotillon', 'Comptait', 'Perrette', 'Va', 'En grand danger', 'le Pot', '"FABLE VIII', 'Quel esprit"', 'Espagne', 'Pyrrhus', 'ET', 'ATTEND', '"Fortune\xa0?', '"', 'Contempler', 'Pauvres gens\xa0!', 'valez', 'Fortune', 'Possédait', 'Fréquenter sur tout autre\xa0;', 'La Fortune', 'La Fortune', 'Surate', 'Allons', 'Ames de bronze', 'Armé de diamant', 'Tourna']
replace	   EN_non_corr_lg_9.csv[9485:9486]	 EN_corr_lg_9.csv[8989:8990]	 ['JDes']	 ['DEs']
equal 	   EN_non_corr_lg_9.csv[9486:9529]	 EN_corr_lg_9.csv[8990:9033]	 ['Ministres de la mort', 'Mogol', 'Japon', 'La Fortune', 'Demeure', 'Le Japon', 'mogol', 'Heureux', 'Et contre la Fortune', '"ENVERS LA FORTUNE', '"', 'le Sort', 'Atropos', '"Neptune', 'Recueillirent"', '"Fortune', 'Prenait soin"', 'Un vaisseau mal frété', 'Fut', '"„ -', 'Rien"', 'Chose', '"Fortune\xa0:', 'On"', 'le Destin', 'Paris', 'Gagne', '"Femmes, filles, valets"', 'Au galetas\xa0', 'Gagner', 'Jeannot', 'Dit', 'Ou je vais', 'La dame au nez', 'jean fils', '"guillaume', 'Plutôt"', 'Paul', 'Jean', 'Pierre à Simon', 'Jean', '"Raminagrobis.', '"']	 ['Ministres de la mort', 'Mogol', 'Japon', 'La Fortune', 'Demeure', 'Le Japon', 'mogol', 'Heureux', 'Et contre la Fortune', '"ENVERS LA FORTUNE', '"', 'le Sort', 'Atropos', '"Neptune', 'Recueillirent"', '"Fortune', 'Prenait soin"', 'Un vaisseau mal frété', 'Fut', '"„ -', 'Rien"', 'Chose', '"Fortune\xa0:', 'On"', 'le Destin', 'Paris', 'Gagne', '"Femmes, filles, valets"', 'Au galetas\xa0', 'Gagner', 'Jeannot', 'Dit', 'Ou je vais', 'La dame au nez', 'jean fils', '"guillaume', 'Plutôt"', 'Paul', 'Jean', 'Pierre à Simon', 'Jean', '"Raminagrobis.', '"']
replace	   EN_non_corr_lg_9.csv[9529:9530]	 EN_corr_lg_9.csv[9033:9034]	 ['"Un chat faisant la chattemite,']	 ['"Un chat faisant la chatterie,']
equal 	   EN_non_corr_lg_9.csv[9530:9538]	 EN_corr_lg_9.csv[9034:9042]	 ['"', 'Arbitre expert', 'Jean', 'Sa Majesté', 'Grippeminaud', 'Grippeminaud', 'Mit', 'Tête']	 ['"', 'Arbitre expert', 'Jean', 'Sa Majesté', 'Grippeminaud', 'Grippeminaud', 'Mit', 'Tête']
replace	   EN_non_corr_lg_9.csv[9538:9539]	 EN_corr_lg_9.csv[9042:9043]	 ['Parques']	 ['Marques']
equal 	   EN_non_corr_lg_9.csv[9539:9547]	 EN_corr_lg_9.csv[9043:9051]	 ['Ciel', 'FABLE XIII', 'Pieu', 'Le Ciel', 'Donnait', 'styx', 'etats', '"LA LUNE']	 ['Ciel', 'FABLE XIII', 'Pieu', 'Le Ciel', 'Donnait', 'styx', 'etats', '"LA LUNE']
replace	   EN_non_corr_lg_9.csv[9547:9548]	 EN_corr_lg_9.csv[9051:9052]	 ['Pendant"']	 ['"']
equal 	   EN_non_corr_lg_9.csv[9548:9583]	 EN_corr_lg_9.csv[9052:9087]	 ['Développe le vrai caché sous l’apparence\xa0;', 'Avecque', '"Ni mon oreille, lente"', 'Naguère', 'Angleterre', 'Parut', 'Peuple', '"François', 'Se"', 'Mars', '"Victoire,', '"', '"FABLE XIV', 'Amante de louis"', '"Filles de mémoire', '"', 'Charles', '"guerre', 'Signaler"', '"Angleterre', 'A"', 'Auguste', '"I', '"', 'Bêlas\xa0!', 'Est', 'Fermer', 'Alléguez', 'La mort', 'Un joUr', 'LIVRE VIII', '"FABLE I', 'Sans"', 'paris', 'france']	 ['Développe le vrai caché sous l’apparence\xa0;', 'Avecque', '"Ni mon oreille, lente"', 'Naguère', 'Angleterre', 'Parut', 'Peuple', '"François', 'Se"', 'Mars', '"Victoire,', '"', '"FABLE XIV', 'Amante de louis"', '"Filles de mémoire', '"', 'Charles', '"guerre', 'Signaler"', '"Angleterre', 'A"', 'Auguste', '"I', '"', 'Bêlas\xa0!', 'Est', 'Fermer', 'Alléguez', 'La mort', 'Un joUr', 'LIVRE VIII', '"FABLE I', 'Sans"', 'paris', 'france']
delete	   EN_non_corr_lg_9.csv[9583:9584]	 EN_corr_lg_9.csv[9087:9087]	 ['Ton petit-fils']	 []
equal 	   EN_non_corr_lg_9.csv[9584:9586]	 EN_corr_lg_9.csv[9087:9089]	 ['Remerciant', 'Gar']	 ['Remerciant', 'Gar']
insert	   EN_non_corr_lg_9.csv[9586:9586]	 EN_corr_lg_9.csv[9089:9090]	       []	 ['rèle']
equal 	   EN_non_corr_lg_9.csv[9586:9656]	 EN_corr_lg_9.csv[9090:9160]	 ['Ii le savetier', 'Merveille de l’ouïr\xa0', 'Chantait', '"Providence', 'N’eussent pas au marché fait vendre le dormir,', 'Comme le manger et le boire.', '"', 'sire Grégoire', '"Monsieur,', 'Dit"', 'Eh bien\xa0!', '"Produit pour l’usage des gens.', '"', '"Si quelque chat faisait du bruit,', 'Le chat"', 'Iii le lion', '"Un lion, décrépit, goutteux, n’en pouvant"', 'Alléguer', 'Manda', '"FABLE III', 'Médecins au lion"', 'Veut', '"Sire, dit-il"', 'Gens experts', 'Dont votre majesté', 'Le roi', 'Messire', 'Messieurs', '"DE UA1ÎILLON', 'La"', 'l’europe', '"Angleterre', 'Veuille"', 'Louis', 'Hercule', 'Parnasse', 'Athène', 'Courut', 'Cérès', 'Cria', 'Cérès', 'Grecs', 'Philippe', 'Athène', 'Si peau', 'Ciel', 'Doive', 'Olympe', 'Grecs', 'Troyens', 'Hercule', 'Jupiter', 'Crut', 'Sort du lit quand le jour', 'Un mâtin', '"FABLE VII', 'Grand"', 'Voulut', '"Point de courroux,"', 'Veut', 'dieu', 'Introduire', '"Messieurs, un gros interroger\xa0?', 'De dire si"', 'Va courir le pays', 'Sitôt', 'Caucase', 'taupinée', 'Téthys', 'Crut']	 ['Ii le savetier', 'Merveille de l’ouïr\xa0', 'Chantait', '"Providence', 'N’eussent pas au marché fait vendre le dormir,', 'Comme le manger et le boire.', '"', 'sire Grégoire', '"Monsieur,', 'Dit"', 'Eh bien\xa0!', '"Produit pour l’usage des gens.', '"', '"Si quelque chat faisait du bruit,', 'Le chat"', 'Iii le lion', '"Un lion, décrépit, goutteux, n’en pouvant"', 'Alléguer', 'Manda', '"FABLE III', 'Médecins au lion"', 'Veut', '"Sire, dit-il"', 'Gens experts', 'Dont votre majesté', 'Le roi', 'Messire', 'Messieurs', '"DE UA1ÎILLON', 'La"', 'l’europe', '"Angleterre', 'Veuille"', 'Louis', 'Hercule', 'Parnasse', 'Athène', 'Courut', 'Cérès', 'Cria', 'Cérès', 'Grecs', 'Philippe', 'Athène', 'Si peau', 'Ciel', 'Doive', 'Olympe', 'Grecs', 'Troyens', 'Hercule', 'Jupiter', 'Crut', 'Sort du lit quand le jour', 'Un mâtin', '"FABLE VII', 'Grand"', 'Voulut', '"Point de courroux,"', 'Veut', 'dieu', 'Introduire', '"Messieurs, un gros interroger\xa0?', 'De dire si"', 'Va courir le pays', 'Sitôt', 'Caucase', 'taupinée', 'Téthys', 'Crut']
replace	   EN_non_corr_lg_9.csv[9656:9657]	 EN_corr_lg_9.csv[9160:9161]	 ['Humait']	 ['Humanit l’air']
equal 	   EN_non_corr_lg_9.csv[9657:9663]	 EN_corr_lg_9.csv[9161:9167]	 ['Blanche', '"X', 'L’ours"', 'Confiné par le Sort', 'Nouveau Bellérophon', '"Flore,']	 ['Blanche', '"X', 'L’ours"', 'Confiné par le Sort', 'Nouveau Bellérophon', '"Flore,']
replace	   EN_non_corr_lg_9.csv[9663:9665]	 EN_corr_lg_9.csv[9167:9168]	 ['Il l’était de"', 'Pomone']	 ['Il l’était de Somone"']
equal 	   EN_non_corr_lg_9.csv[9665:9669]	 EN_corr_lg_9.csv[9168:9172]	 ['Quelque doux', 'Va chercher compagnie', 'Gascon', 'Est']	 ['Quelque doux', 'Va chercher compagnie', 'Gascon', 'Est']
replace	   EN_non_corr_lg_9.csv[9669:9670]	 EN_corr_lg_9.csv[9172:9173]	 ['Lyautre']	 ['Lautre']
equal 	   EN_non_corr_lg_9.csv[9670:9683]	 EN_corr_lg_9.csv[9173:9186]	 ['Gomme l’ours', 'Mit l’ours', '"FABLE XI', '"', 'Casse', 'Raide mort', 'Monomotapa', 'Ce maudit songe', 'Xii', 'Montés', 'charton', 'Dom', 'Bonnes']	 ['Gomme l’ours', 'Mit l’ours', '"FABLE XI', '"', 'Casse', 'Raide mort', 'Monomotapa', 'Ce maudit songe', 'Xii', 'Montés', 'charton', 'Dom', 'Bonnes']
delete	   EN_non_corr_lg_9.csv[9683:9684]	 EN_corr_lg_9.csv[9186:9186]	 ['criât']	 []
equal 	   EN_non_corr_lg_9.csv[9684:9692]	 EN_corr_lg_9.csv[9186:9194]	 ['charton', 'Repartit', 'Crierait', 'Dom', 'Rugir', 'Tâchent', 'Peuple', 'Le cerf']	 ['charton', 'Repartit', 'Crierait', 'Dom', 'Rugir', 'Tâchent', 'Peuple', 'Le cerf']
replace	   EN_non_corr_lg_9.csv[9692:9693]	 EN_corr_lg_9.csv[9194:9195]	 ['Etranglé']	 ['Tranglé']
equal 	   EN_non_corr_lg_9.csv[9693:9705]	 EN_corr_lg_9.csv[9195:9207]	 ['"Salomon,', 'Est"', 'Chétif', 'Conversant', 'Laisse', 'FABLE', 'Amusez', 'France', 'Espagnols', 'Fussent', '"FABLE XIV', 'Mais"']	 ['"Salomon,', 'Est"', 'Chétif', 'Conversant', 'Laisse', 'FABLE', 'Amusez', 'France', 'Espagnols', 'Fussent', '"FABLE XIV', 'Mais"']
insert	   EN_non_corr_lg_9.csv[9705:9705]	 EN_corr_lg_9.csv[9207:9208]	       []	 ['Laît']
equal 	   EN_non_corr_lg_9.csv[9705:9706]	 EN_corr_lg_9.csv[9208:9209]	 ['Abondait']	 ['Abondait']
replace	   EN_non_corr_lg_9.csv[9706:9707]	 EN_corr_lg_9.csv[9209:9210]	 ['Porte le poing sur l’innocente bête']	 ['Porte']
equal 	   EN_non_corr_lg_9.csv[9707:9732]	 EN_corr_lg_9.csv[9210:9235]	 ['Esculape', 'Dut', 'Eschyle', 'Mit', 'Passa', 'F', 'Laissa', 'Eschyle', '"Nature', 'Se"', 'Jupiter', 'Jupiter', 'Agit différemment sur ces deux hommes-ci\xa0?', 'Percer Mars', '"Europe', 'Mérite"', 'Notre', 'Eschyle', 'Dont l’herbe', 'Point de chardon', 'FABLE', 'Notre baudet', 'Point de réponse\xa0;', '"Arcadie', 'Craignit"']	 ['Esculape', 'Dut', 'Eschyle', 'Mit', 'Passa', 'F', 'Laissa', 'Eschyle', '"Nature', 'Se"', 'Jupiter', 'Jupiter', 'Agit différemment sur ces deux hommes-ci\xa0?', 'Percer Mars', '"Europe', 'Mérite"', 'Notre', 'Eschyle', 'Dont l’herbe', 'Point de chardon', 'FABLE', 'Notre baudet', 'Point de réponse\xa0;', '"Arcadie', 'Craignit"']
delete	   EN_non_corr_lg_9.csv[9732:9733]	 EN_corr_lg_9.csv[9235:9235]	   ['Ta']	 []
equal 	   EN_non_corr_lg_9.csv[9733:9735]	 EN_corr_lg_9.csv[9235:9237]	 ['Sort du bois', 'FABLE']	 ['Sort du bois', 'FABLE']
insert	   EN_non_corr_lg_9.csv[9735:9735]	 EN_corr_lg_9.csv[9237:9238]	       []	 ['Seigneur loup étrangl']
equal 	   EN_non_corr_lg_9.csv[9735:9746]	 EN_corr_lg_9.csv[9238:9249]	 ['"BASSA ET LE MARCHAND', '"', 'mahomet', 'Quand les loups', 'A', 'Le Grec', 'Vêtus', 'Dieu', 'Eurent', 'La guerre', 'Mars']	 ['"BASSA ET LE MARCHAND', '"', 'mahomet', 'Quand les loups', 'A', 'Le Grec', 'Vêtus', 'Dieu', 'Eurent', 'La guerre', 'Mars']
insert	   EN_non_corr_lg_9.csv[9746:9746]	 EN_corr_lg_9.csv[9249:9250]	       []	 ['Jupiter']
equal 	   EN_non_corr_lg_9.csv[9746:9747]	 EN_corr_lg_9.csv[9250:9251]	  ['Dit']	 ['Dit']
replace	   EN_non_corr_lg_9.csv[9747:9748]	 EN_corr_lg_9.csv[9251:9252]	 ['Remplissons']	 ['Remplissent']
equal 	   EN_non_corr_lg_9.csv[9748:9774]	 EN_corr_lg_9.csv[9252:9278]	 ['Habités', 'Mercure', 'Race', 'Jupiter', '"Arbitres de notre sort,', 'Laissez,"', 'Et l’orage qui le', 'Alla', 'A Tisiphone', 'jura', '"Pluton', 'Que"', 'Jupiter', 'Prit pied', 'styx', 'vulcain', 'Jean de Nivelle', '"FAUCON ET LE CHAPON', '\xa0»', 'J', 'f «\xa0•"', 'Notre Manceau', 'Me', 'Gens', 'Triste oiseau le hibou', 'Dame belette']	 ['Habités', 'Mercure', 'Race', 'Jupiter', '"Arbitres de notre sort,', 'Laissez,"', 'Et l’orage qui le', 'Alla', 'A Tisiphone', 'jura', '"Pluton', 'Que"', 'Jupiter', 'Prit pied', 'styx', 'vulcain', 'Jean de Nivelle', '"FAUCON ET LE CHAPON', '\xa0»', 'J', 'f «\xa0•"', 'Notre Manceau', 'Me', 'Gens', 'Triste oiseau le hibou', 'Dame belette']
replace	   EN_non_corr_lg_9.csv[9774:9775]	 EN_corr_lg_9.csv[9278:9279]	 ['Hantaient']	 ['Chantaient']
